"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"5075",916593,39,2,-2,4,0,11,-4,-4,-4,9,9,1,1,12,19,11,4,1,1,1,7,3,1,2,2
"5076",916596,39,1,2,3,128000,10,10,-2,5,6,5,1,1,12,-2,9,4,1,1,2,7,7,1,3,3
"5081",916605,39,2,-2,3,68500,10,15,24,5,8,7,1,1,15,26,12,6,1,1,7,6,6,4,1,3
"5084",916610,39,2,3,3,43000,13,-2,-2,9,-2,-2,1,1,5,-2,-2,-2,1,3,2,4,7,1,2,2
"5086",916624,39,1,-2,3,68000,3,3,17,3,0,3,1,1,7,8,2,3,1,1,2,5,6,3,-3,-3
"5088",916634,39,1,-2,3,54000,3,10,-2,7,5,6,2,1,2,-2,7,5,2,1,2,6,6,1,3,3
"5089",916650,39,2,2,3,43800,13,-4,-4,-4,11,9,2,1,19,20,9,7,2,3,5,4,5,1,2,1
"5090",916652,39,1,-2,3,105700,9,-2,-2,7,-2,-2,1,1,4,-2,-2,-2,1,1,4,6,4,2,3,3
"5093",916661,39,2,-2,4,43850,8,6,-2,4,9,4,1,1,10,-2,8,5,2,1,6,6,4,1,3,3
"5094",916662,39,1,-2,3,148000,11,13,-2,7,-5,-5,2,1,9,-2,6,7,2,-3,4,6,4,1,-3,-3
"5097",916669,39,2,-2,3,89000,8,-2,-2,7,-2,-2,2,3,3,-2,-2,-2,1,1,5,6,4,1,3,3
"5098",916670,40,2,1,3,128500,10,16,21,3,11,8,2,1,11,20,9,5,5,4,-3,3,3,1,1,1
"5099",916672,39,1,-2,3,35300,9,2,14,9,5,6,1,1,11,14,10,6,1,1,4,5,3,1,3,3
"5100",916674,39,2,2,3,139000,10,16,-2,10,4,6,1,1,15,-2,5,6,1,1,2,7,4,1,3,3
"5102",916676,39,2,-2,3,43000,11,-2,-2,7,-2,-2,1,1,7,-2,-2,-2,1,1,1,-3,6,1,3,3
"5104",916682,39,1,3,4,99000,8,-2,-2,9,-2,-2,1,1,14,-2,-2,-2,4,1,6,2,2,1,3,3
"5105",916684,39,2,-2,3,31800,5,17,-2,6,8,4,2,1,13,-2,9,6,2,1,1,4,2,2,3,3
"5106",916685,39,1,-2,4,93000,11,6,-2,5,9,2,1,1,-4,-2,6,6,4,2,5,2,3,1,3,3
"5111",916702,39,1,-2,3,80000,8,12,27,7,8,6,2,1,10,25,10,4,1,2,2,4,7,1,3,3
"5114",916715,39,2,-2,3,10000,8,12,-2,9,6,7,1,1,10,-2,10,6,1,1,2,6,6,3,3,3
"5116",916723,38,2,-2,2,71000,9,-4,-4,-4,9,6,2,1,6,21,6,6,3,1,4,4,4,1,3,3
"5117",916728,39,1,4,3,139440,5,20,23,5,12,8,1,1,19,23,6,6,1,1,5,4,4,1,3,3
"5118",916732,40,1,-2,3,63550,6,-3,-3,5,-3,5,1,1,-3,-3,-2,4,1,1,1,4,4,2,-3,-3
"5119",916733,39,1,3,3,98500,13,6,20,12,6,5,2,1,11,15,6,5,1,1,1,7,7,1,3,3
"5120",916736,39,2,-2,-3,32000,9,14,21,9,10,4,1,1,12,18,10,6,1,1,1,7,7,1,3,3
"5124",916755,39,2,-2,4,40000,9,13,18,10,-5,-5,1,1,7,17,8,4,2,1,3,6,6,1,3,2
"5125",916756,40,2,-2,3,85600,9,7,23,3,6,8,1,1,11,22,10,7,2,1,4,4,4,1,3,2
"5126",916771,38,2,-2,2,0,3,4,-2,2,8,7,1,1,7,-2,6,5,1,1,2,7,7,4,3,3
"5133",916786,39,1,-2,4,74000,11,6,-2,11,11,7,1,1,7,-2,5,6,1,1,2,6,6,1,3,3
"5135",916790,39,2,-2,3,49000,11,-2,-2,3,-2,-2,1,1,-4,-2,-2,-2,1,1,4,6,3,2,3,3
"5137",916793,39,2,2,3,30400,13,13,-2,10,0,7,1,1,7,-2,5,6,-3,1,2,5,2,5,2,2
"5141",916801,38,2,-2,3,2018,7,11,18,6,5,5,2,2,5,20,6,3,3,1,7,1,1,1,3,3
"5143",916804,39,2,-2,3,57250,6,10,17,6,10,5,1,1,14,18,6,2,2,3,6,4,2,2,3,3
"5146",916824,40,2,-2,3,73500,9,9,21,7,11,5,1,1,8,19,8,7,1,1,2,1,3,1,1,1
"5148",916834,39,1,-2,3,160000,10,22,23,8,7,4,1,2,19,20,5,6,2,1,6,7,4,1,3,3
"5153",916851,39,2,-2,-3,7700,5,9,-2,5,6,5,2,1,8,-2,6,5,4,1,5,2,4,3,3,3
"5154",916853,38,2,-2,3,0,6,7,18,3,5,5,1,1,8,18,0,5,1,1,4,5,4,1,3,3
"5156",916861,39,1,3,3,67500,7,6,-2,6,6,7,1,1,7,-2,10,7,1,1,2,7,7,1,3,3
"5161",916872,39,1,-2,3,40500,8,11,24,6,10,7,2,1,9,16,4,7,1,1,2,4,4,1,3,3
"5162",916879,40,2,-2,3,29000,5,12,21,9,-3,5,2,1,17,17,11,5,1,1,3,4,4,1,3,3
"5163",916881,39,2,-2,3,35000,6,-2,-2,8,-2,-2,1,1,6,-2,-2,-2,4,1,5,5,5,4,3,3
"5164",916886,38,1,1,3,85000,5,-2,-2,4,-2,-2,1,1,-30,-30,-30,-30,1,1,7,3,1,1,2,2
"5165",916889,39,2,-2,3,36000,8,-2,-2,-4,-2,-2,4,5,-27,-2,-2,-2,1,1,3,7,-3,1,3,3
"5167",916897,39,1,-2,3,52200,4,6,16,3,0,9,2,1,10,16,7,7,1,1,6,1,5,1,3,3
"5169",916905,38,2,-2,3,6000,2,-4,-4,-4,0,4,1,1,-30,-30,-30,-30,1,1,1,1,7,1,3,-3
"5171",916910,39,2,-2,3,59000,2,-2,-2,2,-2,-2,1,1,10,-2,-2,-2,1,1,1,7,7,3,3,3
"5172",916915,39,1,3,3,122000,12,7,20,8,6,7,1,1,13,17,5,5,2,1,-3,-3,-3,3,3,3
"5174",916920,39,2,2,5,1e+05,12,-2,-2,9,-2,-2,1,1,6,-2,-2,-2,1,1,7,2,2,1,3,3
"5179",916942,39,1,2,4,105000,6,10,13,5,10,10,1,1,15,6,0,4,1,4,4,7,6,1,3,3
"5180",916945,40,2,2,4,30000,11,-4,-4,-4,10,7,2,2,7,19,10,7,1,1,3,6,5,1,1,3
"5183",916959,38,2,-2,3,75000,5,12,-2,9,12,10,1,1,10,-2,6,7,4,1,7,1,1,1,3,3
"5184",916961,39,1,2,3,215000,8,-2,-2,4,-2,-2,2,1,-3,-2,-2,-2,1,1,6,6,6,1,1,1
"5185",916974,39,2,-2,3,0,8,20,18,6,8,7,2,1,-30,-30,-30,-30,2,1,7,1,2,1,3,3
"5188",916982,39,2,-2,3,5500,12,-2,-2,4,-2,-2,2,1,13,-2,-2,-2,2,2,5,4,4,1,2,2
"5190",916991,39,2,2,3,52000,10,17,28,6,12,7,1,1,13,23,11,6,2,1,5,7,7,1,3,3
"5199",917015,39,1,-2,3,27000,7,12,17,8,5,4,2,1,10,16,5,5,1,1,1,7,7,5,3,3
"5200",917016,38,1,-2,2,88000,9,11,24,10,9,6,1,1,16,23,7,7,1,1,5,5,3,1,3,3
"5201",917017,39,2,-2,3,280000,6,6,18,5,0,10,1,1,6,13,2,7,1,1,6,1,1,1,3,3
"5202",917022,39,1,-2,3,80000,6,10,-2,3,5,5,2,1,6,-2,4,6,1,1,4,4,4,3,3,3
"5203",917024,39,2,-2,3,54000,9,11,-2,7,11,9,2,2,11,-2,8,5,1,1,4,4,4,1,1,1
"5207",917040,39,2,-2,3,16892,8,-4,-2,-4,6,4,1,2,5,-2,7,5,1,1,3,5,3,1,3,3
"5208",917042,39,2,2,3,72500,9,12,20,10,10,7,1,1,14,18,6,6,4,1,4,3,5,1,3,3
"5211",917050,39,2,2,4,130200,10,-2,-2,10,-2,-2,2,1,17,-2,-2,-2,3,3,7,2,2,1,3,3
"5212",917051,39,2,-2,3,45600,11,14,28,8,10,9,2,1,14,30,8,7,2,1,1,7,7,3,2,2
"5215",917059,39,2,-2,3,39000,8,5,15,8,6,7,2,1,3,12,5,6,4,1,5,2,2,2,3,3
"5217",917061,39,1,-2,3,72500,9,12,25,8,9,7,1,1,13,24,9,6,1,1,4,2,3,1,3,3
"5220",917072,39,1,-2,3,76100,3,11,-2,4,8,5,2,1,-4,-2,11,5,3,2,5,6,7,1,3,3
"5221",917075,39,1,-2,4,63100,7,26,-2,6,10,7,1,1,22,-2,11,6,1,1,1,7,7,4,3,3
"5222",917094,39,1,3,4,97300,10,10,24,10,6,7,1,1,11,23,8,8,1,1,6,2,2,1,3,3
"5225",917101,39,1,-2,3,55000,1,-4,-4,-4,6,5,2,2,5,15,0,5,-3,-3,-3,-3,-3,-3,3,3
"5226",917107,38,2,-2,3,55000,10,7,17,10,6,7,1,1,8,17,12,7,1,2,7,7,1,1,3,3
"5229",917114,39,2,-2,3,96000,10,18,31,9,6,7,1,1,16,23,10,6,2,1,6,3,4,-3,3,3
"5230",917116,39,2,2,4,57015,8,10,11,7,6,6,3,1,10,15,6,5,1,3,7,3,3,4,3,2
"5231",917118,39,2,-2,-3,53000,8,-2,-2,-4,-2,-2,2,1,14,-2,-2,-2,1,1,5,3,3,4,3,3
"5234",917131,39,2,-2,3,100065,8,9,-2,3,7,7,1,1,-4,-2,8,5,1,1,7,1,1,1,3,3
"5235",917133,39,1,-2,4,110000,9,5,13,5,6,3,2,1,-4,9,4,5,1,1,3,4,4,1,2,2
"5237",917140,39,2,2,3,25200,2,14,-2,5,0,5,1,2,-3,-2,4,4,1,1,7,1,1,4,1,2
"5238",917143,39,1,2,3,74200,10,16,21,8,8,6,2,2,13,30,9,5,1,1,7,1,1,1,3,2
"5239",917144,38,1,2,4,79000,10,8,18,6,12,8,1,1,13,18,11,5,4,1,6,4,1,1,-3,-3
"5240",917145,39,2,-2,3,140000,9,-4,-4,-4,6,6,2,2,13,21,9,8,2,1,4,4,5,1,3,3
"5241",917148,39,2,-2,3,142500,8,11,28,6,0,5,2,1,8,35,5,6,2,2,6,4,6,-3,3,3
"5242",917150,39,1,3,3,83000,14,11,20,10,7,5,1,1,9,12,9,6,1,1,6,4,4,1,-3,-3
"5244",917169,39,1,2,3,14500,10,-2,-2,4,-2,-2,2,3,6,-2,-2,-2,4,1,6,2,2,2,3,3
"5248",917183,39,1,-2,4,35000,8,12,-2,8,11,7,1,1,9,-2,10,6,3,2,5,3,3,1,3,3
"5250",917188,39,1,-2,3,47000,8,10,-2,7,5,5,2,2,10,-2,4,5,1,1,2,6,6,1,3,3
"5251",917192,39,1,3,3,13000,9,13,27,8,6,5,2,1,18,26,7,4,3,1,2,6,4,1,3,3
"5252",917195,39,2,2,3,153000,8,7,-2,5,6,6,1,1,12,-2,9,5,1,1,1,7,7,1,3,3
"5253",917196,39,1,1,3,59500,10,7,24,9,8,5,2,1,14,22,8,6,1,1,3,7,7,1,3,3
"5255",917201,39,2,-2,3,44000,3,6,11,5,12,7,2,1,10,18,7,4,1,1,1,7,7,1,3,3
"5257",917211,39,1,-2,5,86540,13,10,-2,9,9,4,1,1,10,-2,9,6,1,1,1,7,7,1,3,3
"5258",917219,39,1,3,3,62600,9,6,-2,9,8,5,1,1,11,-2,0,6,2,3,6,5,6,1,1,1
"5259",917224,39,2,-2,3,69000,7,15,28,7,0,8,1,2,23,29,10,5,1,1,4,4,4,1,3,3
"5262",917232,39,1,2,3,67250,8,4,-2,10,7,8,1,1,-30,-30,-30,-30,5,3,7,2,1,2,2,2
"5263",917233,39,2,-2,3,32036,2,11,-2,4,4,7,1,1,-30,-30,-30,-30,1,3,1,7,7,1,-3,-3
"5265",917237,38,1,3,4,99000,13,21,-2,7,11,7,2,2,20,-2,12,8,4,1,5,2,3,1,3,3
"5266",917245,38,1,-2,3,148000,5,6,17,5,0,3,2,1,-3,11,4,3,1,1,1,1,1,1,2,2
"5269",917251,38,2,-2,3,12000,5,-3,-3,3,4,6,2,2,6,13,6,4,1,2,3,3,3,1,2,2
"5274",917278,39,2,-2,3,0,5,-2,-2,8,-2,-2,2,1,11,-2,-2,-2,1,1,5,4,5,1,3,3
"5275",917282,39,2,-2,3,41400,7,14,17,8,6,4,2,1,11,20,6,6,1,1,6,4,2,1,3,3
"5280",917298,39,1,1,3,105000,12,-2,-2,12,-2,-2,1,1,11,-2,-2,-2,3,2,6,2,2,4,2,1
"5283",917312,39,2,3,3,172000,11,17,-2,10,11,9,1,1,18,-2,9,7,4,2,7,1,1,1,1,1
"5284",917315,39,2,-2,-3,19400,3,8,-2,4,6,5,2,1,7,-2,7,4,1,1,-3,-3,-3,4,3,3
"5287",917324,38,1,4,4,3e+05,8,-2,-2,7,-2,-2,1,1,11,-2,-2,-2,1,2,5,3,3,1,2,2
"5289",917327,39,1,-2,4,59700,5,11,-2,2,6,4,1,1,12,-2,5,4,1,1,2,4,5,1,3,3
"5290",917328,39,2,-2,3,58500,5,9,23,8,9,8,1,1,8,17,11,5,1,3,7,1,1,1,3,3
"5291",917332,39,2,2,4,108850,15,-2,-2,10,-2,-2,1,1,20,-2,-2,-2,3,1,6,5,4,1,1,1
"5293",917337,39,1,-2,3,78000,8,-3,-3,5,0,4,1,1,9,3,6,5,1,3,2,6,7,1,2,2
"5295",917348,39,1,-2,3,27000,5,3,15,1,-3,4,1,2,2,-3,6,4,1,1,3,3,3,1,-3,-3
"5296",917350,39,2,-2,-3,92000,10,13,-2,9,11,7,1,1,12,-2,8,5,5,1,6,1,1,3,3,3
"5297",917354,38,2,-2,2,55825,9,10,-2,9,6,5,1,1,5,-2,8,5,1,1,2,7,6,1,2,2
"5299",917365,39,1,3,3,62000,11,17,30,9,-3,7,2,3,11,-4,-2,0,5,1,7,1,1,1,3,3
"5300",917367,39,1,-2,4,145000,10,14,-2,6,6,6,1,1,11,-2,9,4,1,3,7,4,7,1,3,3
"5302",917380,39,1,3,2,159000,9,7,10,7,4,5,1,1,-3,21,6,7,2,1,4,3,3,1,-3,-3
"5303",917382,38,1,-2,3,9000,3,3,-2,3,3,6,2,1,3,-2,6,5,1,1,5,4,5,1,3,3
"5304",917388,39,2,2,3,78000,9,13,33,7,-3,8,1,1,18,8,5,4,2,1,3,6,6,1,3,2
"5306",917392,39,2,-2,3,72200,11,6,-2,9,8,6,1,1,10,-2,7,5,3,2,7,5,7,1,1,1
"5307",917394,39,2,3,3,23400,8,15,24,10,11,7,1,1,12,-4,11,7,1,1,-3,-3,-3,1,3,2
"5308",917397,39,2,-2,3,24000,7,9,-2,9,8,5,3,1,9,-2,10,3,1,1,3,6,6,1,3,3
"5310",917412,39,2,-2,3,19000,10,-4,-2,9,6,5,2,2,14,-2,6,5,1,1,1,7,7,1,3,3
"5312",917415,40,1,3,3,112500,9,15,-2,9,10,6,2,2,14,-2,11,5,1,1,2,7,7,1,3,3
"5314",917423,39,1,2,4,136150,11,-2,-2,10,-2,-2,2,1,6,-2,-2,-2,1,1,4,6,6,1,-3,-3
"5316",917428,39,1,2,4,76400,7,15,23,8,10,9,1,1,16,16,10,7,1,1,7,1,1,1,3,3
"5318",917432,37,1,-2,3,27000,3,-4,19,2,6,4,2,2,6,13,4,5,3,3,2,5,7,2,3,3
"5319",917434,40,2,-2,3,38000,4,15,9,2,10,3,2,2,14,10,6,4,3,3,3,5,4,3,2,2
"5322",917447,39,2,-2,3,107000,5,-2,-2,4,-2,-2,1,1,16,-2,-2,-2,1,1,-3,-3,-3,1,3,3
"5325",917450,39,2,-2,3,0,10,-2,-2,5,-2,-2,1,1,-3,-2,-2,-2,3,3,6,3,3,1,-3,-3
"5330",917464,39,2,-2,3,66000,5,13,16,9,9,8,1,1,11,22,7,7,1,1,3,-3,-3,1,-3,-3
"5332",917470,38,1,2,3,50200,4,-2,-2,7,-2,-2,1,1,9,-2,-2,-2,1,1,5,3,4,2,3,3
"5333",917473,38,2,-2,3,35860,9,-2,-2,4,-2,-2,2,1,-4,-2,-2,-2,5,1,7,1,1,2,-3,-3
"5334",917474,39,2,-2,3,265000,9,9,-2,10,12,10,1,1,12,-2,9,7,1,1,7,4,4,4,3,3
"5336",917484,39,2,-2,3,80000,7,9,17,7,6,7,1,1,9,21,6,7,1,3,4,4,4,3,2,2
"5344",917509,40,1,-2,3,55000,12,8,22,11,4,5,1,1,4,16,5,6,1,1,1,7,7,1,3,3
"5345",917513,39,1,-2,2,48525,7,8,17,4,4,4,2,2,6,9,0,4,1,1,4,4,4,1,-3,-3
"5346",917516,39,2,4,3,240000,10,12,20,8,4,5,2,1,9,17,3,5,1,1,1,7,7,1,-3,-3
"5350",917525,39,2,1,3,0,9,18,-2,5,6,7,1,1,22,-2,7,7,1,1,1,7,7,1,3,3
"5351",917530,39,2,-2,4,86600,5,-2,-2,4,-2,-2,1,1,8,-2,-2,-2,1,1,4,3,4,1,3,3
"5352",917535,39,2,1,3,83000,10,-2,-2,9,-2,-2,1,1,20,-2,-2,-2,3,1,7,1,1,-3,2,2
"5353",917536,39,1,-2,-3,105000,11,9,21,7,9,5,1,1,16,21,8,4,1,1,1,1,1,1,3,3
"5357",917559,39,1,-2,3,173000,4,-2,-2,2,-2,-2,1,1,8,-2,-2,-2,1,1,3,7,7,1,3,3
"5358",917564,39,1,4,-3,150000,10,19,23,12,8,7,1,2,18,26,8,8,1,3,2,6,6,1,3,3
"5359",917565,39,2,-2,4,60900,11,15,25,10,12,10,1,1,13,21,6,9,1,1,4,4,4,1,3,3
"5361",917574,38,2,-2,3,44050,7,12,26,6,6,6,1,1,-3,14,6,3,1,1,1,7,7,1,3,3
"5362",917576,39,1,2,3,42000,9,-2,-2,4,-2,-2,1,1,19,-2,-2,-2,1,1,6,3,2,1,3,3
"5365",917583,38,1,-2,3,90000,7,15,-2,8,11,4,1,1,15,-2,10,6,2,1,1,6,6,1,3,3
"5366",917585,39,2,-2,2,93000,9,6,-2,6,10,9,1,1,13,-2,4,7,3,1,4,6,6,1,3,3
"5371",917597,38,2,-2,3,86000,8,-2,-2,8,-2,-2,1,2,13,-2,-2,-2,1,2,4,7,7,3,3,3
"5372",917598,39,2,-2,3,41000,4,9,22,4,9,6,1,1,7,16,6,6,1,1,5,4,4,-3,2,2
"5374",917602,38,1,-2,2,70310,7,-3,-2,5,12,-3,2,1,13,-2,8,6,2,1,4,5,6,1,3,3
"5375",917609,39,2,-2,3,55500,6,10,18,8,12,10,1,1,8,23,8,7,5,1,7,1,1,1,3,3
"5376",917610,39,1,-2,4,29000,9,13,17,6,11,8,1,2,10,12,5,6,1,1,1,7,7,1,3,3
"5379",917621,40,2,2,3,115000,12,14,-2,8,11,5,1,1,13,-2,6,7,1,1,1,7,7,1,3,3
"5380",917622,39,2,-2,3,60000,9,-2,-2,6,-2,-2,2,2,-4,-2,-2,-2,1,1,3,3,3,4,3,1
"5384",917635,39,2,-2,3,40000,8,-4,28,6,4,5,1,1,-4,25,4,7,1,1,1,4,4,1,-3,-3
"5385",917637,39,2,-2,3,0,12,10,-2,8,4,6,1,1,9,-2,5,7,1,1,5,5,5,1,3,3
"5386",917643,38,2,-2,3,118000,12,-2,-2,12,-2,-2,1,1,12,-2,-2,-2,1,1,7,1,1,1,1,1
"5388",917647,39,2,-2,2,32000,9,16,36,7,11,7,1,1,14,25,6,6,4,3,7,1,1,1,2,2
"5393",917659,40,2,-2,3,89480,11,15,32,7,12,7,1,1,13,30,9,8,1,1,1,7,7,1,3,3
"5394",917662,39,1,-2,4,45400,12,-2,-2,7,-2,-2,2,2,16,-2,-2,-2,1,1,2,6,6,1,3,3
"5395",917683,37,2,-2,3,2257,4,3,-2,4,6,6,2,1,3,-2,7,5,1,1,2,2,2,1,3,3
"5396",917695,38,2,-2,3,76080,10,-2,-2,7,-2,-2,2,1,11,-2,-2,-2,2,1,6,2,2,3,3,3
"5397",917699,39,1,-2,3,51500,9,7,20,8,10,7,1,1,7,20,6,6,1,1,2,6,7,1,3,3
"5399",917702,39,2,3,3,72450,14,-2,-2,9,-2,-2,2,1,10,-2,-2,-2,1,1,3,4,4,3,3,3
"5406",917718,39,2,-2,3,11400,7,4,-2,5,6,4,2,3,5,-2,7,4,1,1,6,6,6,1,3,3
"5410",917738,38,2,-2,4,47000,8,9,14,6,4,6,2,3,7,11,10,5,1,1,6,1,1,5,3,3
"5411",917739,39,1,-2,2,70000,8,-2,-2,9,-2,-2,1,2,16,-2,-2,-2,4,1,5,4,3,1,3,2
"5412",917742,39,2,-2,3,66000,9,-2,-2,7,-2,-2,1,1,13,-2,-2,-2,1,1,4,4,4,1,3,3
"5416",917751,38,2,2,3,114000,11,10,-2,9,11,9,1,1,14,-2,10,5,4,1,7,4,6,2,3,3
"5418",917754,39,1,-2,3,107500,7,6,-2,9,6,4,2,1,8,-2,9,7,1,1,1,7,7,3,1,1
"5419",917757,39,1,-2,4,117540,7,6,11,5,10,5,1,1,7,6,4,6,1,1,1,6,6,1,2,2
"5424",917772,40,2,-2,3,64000,10,-2,-2,7,-2,-2,2,1,-4,-2,-2,-2,2,3,3,6,7,-3,2,1
"5425",917774,39,1,2,3,0,10,11,19,7,-3,5,1,1,-4,19,6,5,2,1,5,4,5,1,3,3
"5426",917778,39,1,4,5,3e+05,10,10,-2,11,6,6,1,1,15,-2,6,6,1,2,1,7,7,1,-3,-3
"5427",917781,39,2,2,3,70000,10,-2,-2,6,-2,-2,1,1,15,-2,-2,-2,1,1,4,7,7,4,1,1
"5428",917782,39,2,2,4,60000,4,19,-2,10,11,7,1,1,-4,-2,6,6,5,3,6,3,6,1,1,1
"5429",917786,39,2,-2,3,0,8,-2,-2,5,-2,-2,1,1,14,-2,-2,-2,-3,-3,1,7,7,-3,3,3
"5430",917787,39,1,2,3,112000,12,-2,-2,9,-2,-2,2,1,20,-2,-2,-2,1,2,6,4,5,1,3,3
"5434",917795,39,2,-2,3,43000,5,13,27,3,10,6,1,1,12,19,10,2,2,2,2,6,7,2,-3,-3
"5435",917802,38,1,-2,2,80000,8,4,23,7,7,6,1,1,5,25,6,6,1,1,1,7,4,1,3,3
"5436",917803,38,1,-2,3,51075,9,-2,-2,-4,-2,-2,1,1,10,-2,-2,-2,1,1,5,4,4,3,3,3
"5438",917810,39,2,-2,3,1000,10,16,-2,8,7,8,1,1,11,-2,6,6,1,1,3,3,3,4,2,2
"5441",917818,39,1,-2,4,9500,9,-2,-2,3,-2,-2,1,1,-30,-30,-30,-30,3,1,7,7,7,1,3,3
"5442",917820,39,1,-2,3,21700,1,6,-2,3,10,3,1,1,5,-2,1,5,3,1,-3,-3,-3,3,3,3
"5443",917824,39,2,-2,3,38000,6,2,24,4,1,3,1,2,14,18,6,5,3,1,-3,-3,-3,-3,3,3
"5445",917826,39,1,-2,3,36000,7,8,-2,8,-3,6,1,1,13,-2,9,5,-3,-3,4,6,6,-3,3,3
"5447",917829,39,1,-2,3,82000,6,-4,8,6,5,7,2,2,8,10,5,5,3,1,5,3,3,1,3,3
"5449",917831,39,2,2,3,51000,10,6,-2,9,6,8,1,1,13,-2,4,8,3,1,7,3,1,3,2,2
"5450",917835,38,2,-2,2,72000,6,10,16,4,6,5,1,1,6,17,6,5,1,1,1,7,7,1,3,3
"5451",917839,39,1,-2,3,75000,9,11,-2,8,6,7,2,1,-3,-2,7,7,1,1,3,5,4,3,2,2
"5452",917843,39,1,-2,3,99000,8,-2,-2,5,-2,-2,1,1,18,-2,-2,-2,1,1,4,1,3,1,2,2
"5453",917844,39,2,-2,4,5200,13,-2,-2,8,-2,-2,1,1,14,-2,-2,-2,1,1,1,7,7,1,2,1
"5454",917845,39,2,-2,3,95000,6,-3,-3,4,4,2,1,1,4,12,2,3,1,1,1,1,1,3,3,3
"5455",917846,39,2,-2,3,40000,6,12,12,6,6,5,1,1,11,15,7,6,1,1,-3,-3,-3,5,-3,-3
"5456",917853,39,2,-2,3,31000,8,-2,-2,10,-2,-2,2,1,16,-2,-2,-2,1,1,3,6,3,3,3,3
"5462",917872,40,2,2,5,107000,11,-2,-2,10,-2,-2,1,1,17,-2,-2,-2,3,1,3,4,4,4,3,3
"5464",917875,39,2,-2,3,61000,10,15,31,3,5,5,2,1,10,26,5,4,1,1,7,7,7,1,3,3
"5466",917879,39,2,-2,3,80500,5,7,-2,4,8,5,1,1,11,-2,11,6,3,1,7,1,5,3,3,3
"5468",917885,39,2,-2,3,41200,10,-3,-3,7,-3,-3,1,1,-3,-3,-2,0,1,1,6,5,5,1,-3,-3
"5469",917890,38,1,2,3,4000,8,11,-2,7,6,7,1,1,10,-2,6,6,3,4,7,2,3,3,3,3
"5470",917898,39,2,-2,3,41000,7,18,-2,7,11,6,1,1,15,-2,9,5,1,1,4,4,4,1,3,3
"5472",917902,39,1,-2,3,120000,10,13,-2,7,6,7,2,1,13,-2,5,5,1,3,6,2,2,1,3,3
"5473",917903,39,1,-2,1,69200,12,13,-2,8,9,5,2,2,11,-2,10,7,1,1,2,7,6,3,3,3
"5477",917910,39,1,2,4,57000,6,7,-2,5,7,7,1,1,12,-2,9,4,1,1,6,6,6,1,1,1
"5481",917923,39,1,3,3,0,7,13,26,3,0,4,1,1,8,26,6,5,2,1,3,2,2,3,3,3
"5483",917929,38,2,-2,3,137000,7,12,19,5,8,4,1,1,9,14,11,6,1,1,7,1,2,1,3,3
"5485",917935,39,1,-2,4,57000,8,7,18,9,9,6,2,1,10,20,8,6,-3,1,2,6,6,1,3,3
"5486",917937,40,2,-2,2,19000,9,16,-2,7,9,5,2,1,14,-2,6,5,3,1,7,3,5,1,3,3
"5488",917943,38,1,3,4,91200,9,14,-2,6,-4,7,1,1,14,-2,8,6,1,1,7,1,2,1,3,3
"5492",917966,39,2,-2,3,18400,10,-3,30,7,7,5,1,1,10,34,7,5,1,1,2,-1,-1,1,2,1
"5493",917972,39,1,2,4,3e+05,8,-3,-2,5,12,-3,1,1,8,-2,6,3,3,2,2,7,7,1,-3,-3
"5494",917980,38,1,2,4,53100,10,16,20,11,10,5,1,1,10,20,6,7,1,1,2,7,6,1,3,3
"5497",917991,37,1,-2,3,140000,9,-2,-2,8,-2,-2,1,1,14,-2,-2,-2,1,1,2,5,6,1,3,3
"5498",918007,39,2,-3,4,70000,13,19,25,12,9,4,1,1,15,24,8,4,3,1,5,7,4,1,3,3
"5499",918012,40,1,4,5,129000,7,8,22,8,-3,6,1,2,7,23,-2,-2,1,1,1,7,7,1,3,3
"5502",918015,39,1,-2,3,113000,7,11,17,5,9,8,1,1,-30,-30,-30,-30,1,1,5,3,3,4,3,3
"5503",918019,39,1,-2,3,70000,9,-2,-2,6,-2,-2,1,1,11,-2,-2,-2,1,1,4,3,1,3,3,3
"5505",918040,39,2,1,3,48300,13,20,28,9,6,5,1,1,22,19,7,7,3,1,4,4,5,3,3,3
"5508",918049,40,2,2,4,85600,11,14,-2,8,10,7,1,1,24,-2,9,8,3,3,4,4,5,1,3,3
"5511",918056,39,2,3,3,0,4,13,19,7,7,5,2,1,9,20,10,4,2,2,3,5,3,1,3,3
"5514",918060,39,1,-2,3,87000,11,12,18,6,6,6,1,1,14,22,6,5,1,1,2,4,4,1,3,3
"5515",918062,39,2,-2,3,73000,7,17,-2,4,0,7,1,1,13,-2,7,7,1,1,-3,-3,-3,1,-3,-3
"5516",918065,38,1,-2,3,77500,10,10,15,6,6,5,1,1,8,7,6,5,2,1,5,3,3,1,3,3
"5517",918069,39,1,3,3,88000,12,-2,-2,11,-2,-2,1,1,13,-2,-2,-2,1,1,3,6,4,1,3,3
"5519",918077,39,2,-2,3,107000,8,21,30,8,7,6,1,1,-30,-30,-30,-30,5,1,7,1,1,1,3,3
