"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"5520",918078,38,2,-2,3,120000,8,16,-2,5,6,6,2,1,13,-2,5,5,4,2,5,4,4,1,3,3
"5521",918083,39,2,-2,3,0,4,10,-2,3,10,6,1,1,-30,-30,-30,-30,2,1,2,7,7,1,3,3
"5523",918091,39,2,-2,3,65080,6,7,21,6,6,7,1,1,6,16,6,5,1,1,6,2,2,1,2,2
"5528",918106,39,1,2,2,65300,12,15,-2,6,11,6,1,1,15,-2,10,6,3,1,7,2,1,1,3,3
"5530",918112,39,1,-2,-3,103000,5,-4,-2,7,4,4,2,2,4,-2,6,3,1,1,2,6,5,3,-3,-3
"5531",918117,39,2,-2,3,0,7,-2,-2,8,-2,-2,2,1,18,-2,-2,-2,1,1,2,7,7,1,3,3
"5532",918118,39,2,-2,4,0,6,17,18,5,-4,5,3,2,12,18,10,7,1,1,4,7,3,5,3,3
"5534",918132,39,1,-2,3,47000,4,-2,-2,8,-2,-2,1,2,11,-2,-2,-2,1,1,1,6,7,1,2,2
"5535",918138,39,1,-2,3,41000,7,11,35,1,-3,5,2,1,8,30,6,3,1,1,2,5,5,1,3,3
"5537",918146,38,1,3,3,224000,14,21,-2,8,10,6,1,1,22,-2,9,7,5,1,5,3,2,1,-3,-3
"5542",918168,39,2,2,4,40000,10,23,41,8,7,7,1,1,21,35,7,8,1,1,2,7,7,1,-3,-3
"5544",918172,39,1,2,3,54500,9,-2,-2,8,-2,-2,1,1,8,-2,-2,-2,4,1,7,2,1,1,3,3
"5546",918185,39,2,-2,3,69700,8,7,-2,6,8,6,2,2,8,-2,6,6,3,1,5,4,4,3,1,1
"5547",918186,37,2,-2,3,50000,9,6,18,4,10,6,1,1,4,15,6,5,1,2,5,4,5,3,3,3
"5549",918194,39,1,-2,3,34000,7,8,23,5,11,4,1,1,6,17,8,4,1,1,6,3,2,1,3,3
"5550",918200,39,1,-2,3,35000,4,11,29,6,6,4,2,1,7,26,4,4,2,1,4,6,6,1,3,3
"5552",918214,39,2,2,4,94000,4,6,15,2,8,8,1,1,11,17,9,6,4,1,7,1,1,1,3,3
"5555",918225,38,1,-2,3,32300,7,14,22,4,6,4,1,1,15,19,9,2,1,1,1,6,6,1,3,3
"5557",918229,38,1,-2,3,46200,2,5,-2,4,5,3,2,1,7,-2,0,4,4,1,3,6,3,1,3,3
"5562",918239,39,1,3,4,58500,6,14,17,7,6,4,2,1,19,11,6,6,3,1,6,4,4,1,2,1
"5564",918243,39,2,-2,3,192530,4,12,25,6,11,8,2,2,9,22,7,8,5,1,7,6,7,1,3,3
"5565",918252,39,2,-2,3,96000,10,-4,36,7,11,10,1,1,-4,-4,8,8,2,1,4,2,2,-3,3,3
"5566",918253,39,1,3,3,86000,9,-4,-4,-4,11,5,1,1,24,27,10,3,1,1,2,6,6,1,3,3
"5569",918267,39,1,-2,3,44300,7,14,16,5,12,7,3,2,11,14,9,3,3,1,6,6,6,1,3,3
"5573",918281,38,1,-2,3,73000,5,-2,-2,9,-2,-2,1,1,14,-2,-2,-2,1,1,3,7,7,1,3,3
"5574",918282,39,1,-2,3,37000,5,2,-2,5,3,2,1,1,8,-2,6,6,2,1,3,4,4,3,3,3
"5576",918284,39,1,4,5,163900,10,15,27,9,9,6,2,2,13,25,8,5,2,1,1,7,7,1,3,3
"5577",918291,39,2,-2,4,21600,9,12,15,5,4,5,1,1,4,17,5,4,1,1,1,1,1,1,3,3
"5578",918294,39,1,2,4,67000,14,6,-2,12,6,5,2,1,10,-2,6,5,2,3,7,3,3,1,3,3
"5579",918295,39,2,-2,3,49800,9,16,-2,6,11,9,1,1,17,-2,10,7,1,1,7,1,1,3,1,2
"5584",918314,38,1,-2,3,0,6,-3,-3,4,-3,-3,1,1,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"5585",918318,39,2,2,3,55000,12,13,15,11,8,8,1,1,11,18,5,7,1,3,5,2,3,3,3,3
"5586",918322,39,1,-2,1,50000,8,6,21,6,12,5,1,1,4,23,5,5,1,1,1,7,7,1,3,3
"5591",918336,39,1,-2,4,0,8,11,11,8,-5,-5,2,1,-3,-3,4,-2,1,1,5,3,3,1,3,3
"5593",918341,40,2,-2,3,92000,8,-2,-2,8,-2,-2,1,1,12,-2,-2,-2,1,1,5,3,2,1,1,1
"5594",918349,39,2,-2,3,14300,6,6,26,4,5,6,1,1,10,19,4,8,1,1,4,4,4,1,3,3
"5595",918351,38,1,-2,3,49700,2,13,-2,2,8,3,1,1,9,-2,0,3,1,1,1,7,7,1,3,3
"5596",918352,39,2,-2,4,65000,10,10,-2,4,7,6,1,1,10,-2,11,6,4,1,6,6,6,4,-3,-3
"5597",918357,38,2,-2,3,109000,8,-2,-2,5,-2,-2,1,1,6,-2,-2,-2,2,1,5,6,6,1,2,1
"5598",918360,39,1,2,3,65000,8,-3,11,7,5,3,-1,5,-27,-27,-27,-27,1,1,1,7,6,3,3,3
"5600",918368,39,2,2,4,0,10,-4,-4,-4,10,8,2,1,15,18,6,6,1,1,7,1,1,1,3,3
"5601",918373,39,2,-2,3,1e+05,13,5,18,10,9,5,2,1,9,3,6,3,1,1,4,6,6,1,3,3
"5604",918380,37,2,-2,3,26000,6,-2,-2,6,-2,-2,1,1,9,-2,-2,-2,1,1,3,-3,-3,1,-3,-3
"5605",918388,39,2,-2,3,42200,9,-2,-2,8,-2,-2,1,1,21,-2,-2,-2,-3,2,4,7,7,3,3,3
"5608",918396,38,2,-2,-3,16400,7,-2,-2,7,-2,-2,1,1,-30,-30,-30,-30,1,1,1,7,7,1,3,3
"5609",918398,39,2,-2,3,58000,9,-4,-4,-4,6,7,2,1,9,26,9,6,2,3,3,6,6,2,3,3
"5610",918406,39,2,-2,3,67000,1,12,24,2,6,5,1,1,12,25,8,5,1,1,7,1,1,1,3,3
"5611",918411,39,1,2,4,49000,9,11,-2,6,10,8,1,1,9,-2,10,6,1,1,1,7,7,1,3,3
"5612",918413,39,1,2,3,104000,8,13,-2,8,12,9,1,1,-30,-30,-30,-30,1,1,4,6,4,1,3,3
"5613",918419,38,2,-2,3,59000,12,-2,-2,10,-2,-2,2,1,11,-2,-2,-2,4,1,7,1,1,1,2,2
"5614",918421,39,1,-2,4,65000,9,14,-2,9,5,4,1,1,10,-2,8,5,2,2,3,7,6,1,3,3
"5615",918422,39,1,-2,4,56240,5,9,21,6,10,4,2,1,5,14,10,4,1,1,2,6,6,1,3,3
"5616",918424,39,2,1,3,0,8,-2,-2,5,-2,-2,1,1,-3,-2,-2,-2,3,1,7,4,1,1,3,3
"5618",918433,39,2,1,4,87000,11,11,-2,8,6,6,1,1,10,-2,4,6,1,1,2,3,6,1,3,2
"5620",918435,39,1,3,3,0,12,16,25,5,12,5,2,1,-3,-3,10,-5,1,1,2,5,5,1,3,3
"5625",918453,39,2,-2,-3,153000,8,11,29,5,8,9,2,1,13,23,6,7,3,1,7,2,1,1,1,1
"5626",918459,39,2,-2,3,61475,7,15,20,9,6,7,1,1,12,13,6,6,1,1,7,7,7,1,1,1
"5627",918462,39,1,1,2,43500,6,2,-2,7,3,6,1,1,8,-2,4,7,1,1,3,6,6,3,-3,-3
"5628",918463,38,1,2,4,25200,12,-2,-2,11,-2,-2,2,1,13,-2,-2,-2,3,1,7,2,2,1,3,3
"5633",918487,39,2,3,3,24310,7,12,30,10,9,7,1,1,12,20,4,5,1,3,7,1,1,1,3,3
"5638",918497,39,2,-2,2,43000,11,-4,-2,-4,12,10,2,3,-4,-2,6,3,5,1,7,1,1,1,3,3
"5640",918503,39,1,-2,3,15000,6,13,15,7,8,5,2,1,12,22,8,5,1,1,6,6,6,1,3,3
"5646",918540,37,1,-2,3,65000,6,-4,-2,-4,3,4,2,1,4,-2,0,2,4,3,5,2,4,1,3,3
"5647",918544,39,2,-2,3,20600,8,7,25,7,5,5,1,1,-30,-30,-30,-30,2,1,4,3,3,1,3,3
"5648",918549,39,2,-2,3,36610,13,15,-2,9,8,5,2,1,14,-2,6,6,1,1,4,4,4,1,2,2
"5649",918550,39,2,-2,3,53000,9,-2,-2,4,-2,-2,1,1,7,-2,-2,-2,1,1,6,4,2,1,3,3
"5650",918552,39,2,2,4,250,10,14,-2,12,8,7,1,1,-30,-30,-30,-30,3,1,7,4,2,1,-3,-3
"5654",918561,39,1,4,3,3e+05,13,21,23,7,5,5,2,3,16,3,0,2,3,2,1,6,6,2,3,3
"5655",918563,38,1,3,4,70400,11,6,15,10,6,6,1,1,2,15,4,6,3,2,7,5,6,1,3,3
"5656",918566,39,2,-2,3,14100,8,10,16,10,12,9,2,2,7,20,6,9,1,1,1,7,7,1,3,2
"5658",918574,39,2,-2,3,42000,8,7,-2,6,12,8,1,1,14,-2,6,6,1,4,2,2,2,1,3,3
"5659",918575,38,1,3,3,87000,14,-2,-2,8,-2,-2,1,1,5,-2,-2,-2,1,1,5,2,3,4,3,3
"5660",918578,39,1,-2,3,51000,5,-2,-2,3,-2,-2,2,1,12,-2,-2,-2,-3,2,3,5,3,4,3,3
"5663",918584,38,1,3,3,49000,9,-2,-2,8,-2,-2,2,1,-4,-2,-2,-2,-3,-3,2,2,3,-3,3,3
"5667",918612,39,2,-2,3,20000,9,-4,-4,7,0,5,1,1,-30,-30,-30,-30,1,1,2,5,5,1,3,3
"5669",918614,39,2,2,3,68000,9,22,-2,9,11,8,1,1,23,-2,10,7,1,1,4,4,5,3,3,3
"5672",918632,39,2,-2,3,61000,8,14,15,5,8,6,2,1,17,10,9,4,2,1,2,7,7,1,2,2
"5673",918634,39,2,2,3,48300,10,15,29,10,6,8,1,1,12,22,6,8,1,1,6,4,4,1,1,1
"5676",918642,39,2,-2,3,85000,14,-2,-2,8,-2,-2,2,1,7,-2,-2,-2,1,1,1,6,6,1,3,3
"5677",918652,39,1,-2,3,23600,9,13,-2,4,5,4,2,1,12,-2,5,2,1,1,1,1,7,1,2,1
"5678",918654,39,1,-2,3,40000,5,13,-2,4,0,4,2,1,13,-2,5,5,1,1,1,7,4,1,2,2
"5680",918656,38,2,-2,3,22000,9,5,-2,6,8,6,1,1,-30,-30,-30,-30,1,1,7,5,1,2,3,3
"5681",918660,38,2,-2,3,58500,7,22,-2,7,7,6,1,1,14,-2,10,5,1,1,3,4,3,1,-3,-3
"5682",918663,39,1,-2,3,94200,9,15,14,5,0,7,1,1,11,16,0,5,1,1,7,2,2,1,3,3
"5683",918667,38,2,-2,3,14400,6,10,24,8,12,8,2,1,9,21,9,7,1,1,2,7,7,1,3,3
"5684",918669,39,2,-2,3,0,5,12,-2,6,10,5,2,1,10,-2,8,7,1,1,7,1,2,1,3,3
"5685",918670,38,1,-2,3,130150,9,15,22,6,6,5,1,1,12,20,6,6,-3,-3,7,2,7,-3,3,3
"5687",918673,39,2,-2,4,70400,8,-2,-2,4,-2,-2,2,2,8,-2,-2,-2,1,1,5,4,4,1,3,3
"5689",918677,39,2,-2,3,166000,6,-2,-2,-4,-5,-2,2,1,-3,-2,-2,-2,1,2,7,7,1,2,3,3
"5690",918679,38,2,-2,2,50000,8,7,24,7,10,8,2,1,13,23,10,4,2,1,3,7,4,1,3,3
"5692",918684,39,2,1,3,85000,9,10,25,5,5,9,2,1,12,20,9,5,1,1,5,-3,-3,1,-3,-3
"5693",918685,39,2,2,3,37500,8,11,20,7,10,6,1,2,9,16,8,6,2,1,5,6,5,2,2,2
"5695",918692,39,2,3,2,55000,13,12,-2,10,8,9,1,1,16,-2,6,9,2,2,3,7,6,3,1,1
"5696",918694,38,1,2,2,168500,14,11,24,9,8,7,1,1,-4,-4,11,6,-3,-3,-3,-3,-3,4,3,3
"5700",918701,39,2,-2,3,52000,13,-2,-2,11,-2,-2,1,1,14,-2,-2,-2,2,1,6,2,2,1,3,3
"5701",918703,39,2,-2,3,23100,11,20,17,9,9,8,1,1,14,25,11,9,1,1,6,-3,-3,1,3,3
"5702",918706,39,1,3,3,70200,10,-2,-2,9,-2,-2,1,1,10,-2,-2,-2,3,1,4,4,1,1,3,3
"5703",918709,39,2,2,3,84200,9,18,23,6,6,7,1,1,19,18,8,8,1,1,6,4,6,1,3,3
"5704",918716,39,2,-2,3,47000,6,-3,-3,4,-3,-3,2,3,9,16,6,4,1,1,1,7,7,1,-3,-3
"5705",918719,39,1,4,3,122400,12,17,19,9,8,8,2,2,16,15,10,5,2,1,3,4,6,1,3,3
"5708",918731,39,2,-2,3,35000,10,13,23,6,4,8,1,1,9,25,5,6,5,1,7,7,5,1,-3,-3
"5709",918733,39,2,-2,3,39000,12,15,-2,5,6,6,1,1,14,-2,6,7,1,1,3,4,4,3,3,3
"5710",918734,39,2,-2,4,28000,9,18,22,6,10,10,1,1,11,20,6,5,5,5,6,2,2,1,3,3
"5711",918742,38,1,-2,3,24900,2,8,-4,4,4,4,2,3,7,17,0,3,-3,-3,1,7,7,-3,3,3
"5713",918762,37,1,-2,3,20000,3,9,18,5,-3,-3,1,1,6,8,0,-2,1,1,2,6,6,3,3,3
"5714",918770,39,1,3,3,139000,10,12,24,12,6,7,2,1,9,25,8,8,2,1,1,7,7,1,3,3
"5721",918790,39,2,3,1,64100,12,12,-2,12,7,6,1,1,6,-2,5,4,3,2,6,2,3,1,3,3
"5722",918792,39,1,2,4,51000,8,25,26,5,12,7,2,1,16,25,10,5,1,1,7,2,1,1,3,3
"5723",918795,39,1,1,3,86200,11,8,26,5,0,7,1,1,8,25,6,5,1,1,1,7,7,1,3,3
"5725",918806,39,1,-2,3,76300,7,16,-2,9,8,6,1,1,7,-2,10,5,1,1,6,3,3,-3,3,3
"5726",918810,38,2,-2,3,90000,9,14,18,7,6,4,1,1,11,21,5,4,2,2,5,6,2,2,2,2
"5731",918825,39,2,-2,3,28642,8,-4,-4,-4,8,5,1,1,15,20,6,9,1,1,4,4,4,1,3,3
"5732",918826,39,2,-2,3,50000,8,6,-2,8,8,9,2,1,13,-2,7,6,1,1,7,4,3,1,3,3
"5734",918831,39,1,2,3,41090,12,13,26,9,8,6,2,3,12,23,5,6,1,1,3,5,5,2,3,3
"5736",918836,39,1,-2,3,45000,5,-2,-2,2,-2,-2,1,1,5,-2,-2,-2,1,1,1,7,7,1,3,3
"5738",918841,39,2,-2,3,77998,11,-3,17,9,8,5,1,1,8,23,6,4,1,2,4,4,4,1,1,1
"5739",918844,39,2,-2,-3,60000,10,11,17,6,8,5,1,1,12,21,10,5,-3,1,7,1,1,-3,2,2
"5740",918849,39,2,-2,4,58500,4,7,21,3,6,6,1,1,9,17,6,5,2,1,4,6,4,2,3,3
"5743",918860,39,2,-2,3,126000,7,6,21,9,6,6,1,1,6,25,4,4,3,1,6,4,4,3,3,3
"5745",918877,39,1,-2,3,38800,8,9,14,6,10,4,1,1,10,14,8,4,1,1,1,6,1,1,2,2
"5748",918887,39,2,-2,3,2e+05,10,-3,19,4,6,6,1,1,7,12,7,7,2,3,7,1,1,1,1,1
"5751",918899,39,2,-2,2,28700,8,-2,-2,8,-2,-2,1,1,14,-2,-2,-2,2,1,5,4,5,2,1,2
"5752",918902,39,2,-2,3,3e+05,9,20,25,8,11,0,1,1,12,29,10,8,3,2,5,3,4,2,3,3
"5753",918911,39,1,-2,2,0,5,12,29,5,7,7,1,1,14,26,5,3,1,1,1,7,7,1,2,1
"5754",918912,38,2,-2,3,25000,8,13,-2,8,9,6,1,1,8,-2,7,6,4,1,7,3,6,1,3,3
"5758",918928,39,1,2,3,66000,8,17,-2,7,6,3,1,1,12,-2,5,4,1,2,5,6,4,1,3,2
"5761",918937,39,2,-2,4,83864,10,10,-2,5,6,7,2,1,11,-2,8,8,1,1,6,-3,-3,1,3,3
"5764",918944,39,2,-2,3,21000,8,11,14,5,7,6,2,3,-4,-4,4,3,1,-3,1,6,6,1,3,3
"5769",918961,40,2,-2,3,15900,5,16,-2,8,6,6,3,2,10,-2,6,7,1,1,4,4,6,1,3,3
"5774",918972,39,2,-2,3,58400,6,-4,-4,-4,1,5,1,1,7,16,6,6,1,1,7,4,4,1,-3,-3
"5776",918983,39,1,-2,4,107500,9,16,21,6,6,7,1,1,20,24,10,5,1,1,4,6,4,1,3,3
"5777",918990,39,2,-2,4,55000,6,12,-2,5,8,6,1,1,12,-2,6,6,1,4,7,1,1,1,3,3
"5778",918992,39,2,-2,3,32500,8,12,15,6,7,5,2,1,9,12,8,4,2,1,4,4,3,1,3,3
"5781",919004,39,2,-2,3,41000,5,8,27,5,6,5,1,1,15,20,6,6,1,1,5,3,6,3,3,3
"5782",919005,39,2,-2,3,36000,2,-2,-2,3,-2,-2,1,1,4,-2,-2,-2,1,1,6,5,6,1,2,2
"5783",919006,39,1,-2,3,39000,13,13,17,8,-3,7,1,1,22,19,9,6,1,1,3,6,6,1,3,3
"5784",919010,38,2,2,3,3000,10,-2,-2,7,-2,-2,1,1,9,-2,-2,-2,1,1,5,2,5,3,3,3
"5785",919016,39,1,-2,-3,110000,9,6,-2,10,6,7,1,1,-3,-2,8,-2,3,1,2,4,4,1,1,1
"5792",919036,39,2,-2,2,87500,10,12,20,7,7,7,1,1,12,18,6,6,1,1,6,3,5,1,3,3
"5798",919069,39,2,-2,3,31740,4,5,-2,3,4,3,1,1,5,-2,5,6,1,1,1,7,7,1,3,3
"5799",919072,39,1,-2,3,57500,14,11,22,8,7,6,1,1,10,17,8,7,1,1,4,5,5,1,3,3
"5802",919090,39,2,-2,3,50000,12,26,30,7,10,9,1,1,20,30,8,7,4,-3,7,1,1,1,3,3
"5805",919098,40,2,-2,3,57200,11,10,-2,4,12,9,1,1,17,-2,12,8,1,1,2,7,7,1,2,2
"5806",919102,39,1,3,3,184000,12,-2,-2,5,-2,-2,1,1,12,-2,-2,-2,1,1,1,-3,7,1,3,3
"5808",919104,39,2,-2,4,35600,10,-2,-2,-4,-2,-2,2,1,-4,-2,-2,-2,1,1,6,3,3,1,2,2
"5809",919110,39,1,-2,3,66000,4,5,15,2,10,6,1,1,10,19,0,6,1,1,1,7,7,1,3,3
"5810",919114,39,2,-2,3,20000,3,11,20,7,12,9,2,1,10,10,9,4,1,3,3,6,7,3,2,1
"5815",919128,39,2,-2,3,33900,9,9,-2,8,11,7,1,1,8,-2,9,6,1,1,2,7,7,1,3,3
"5816",919131,39,1,-2,3,100800,9,19,-2,9,6,4,2,1,-3,-2,5,4,1,1,1,7,7,1,3,3
"5817",919132,39,2,2,3,17200,9,-2,-2,6,-2,-2,2,1,10,-2,-2,-2,1,1,4,7,2,5,2,1
"5818",919136,39,2,-2,3,62620,2,11,-2,8,10,7,1,1,12,-2,7,6,1,1,1,7,7,1,3,3
"5820",919141,38,1,-2,-3,45750,4,-2,-2,8,-2,-2,1,1,7,-2,-2,-2,1,1,2,7,7,5,3,3
"5826",919158,39,2,-2,3,74000,4,19,19,7,7,9,1,1,17,25,8,6,3,1,4,2,2,1,3,3
"5827",919161,39,2,-2,4,50000,10,11,24,9,4,6,1,2,8,25,8,5,3,3,7,4,3,3,2,2
"5828",919162,39,2,-2,3,102500,6,10,17,8,6,4,2,3,7,11,7,5,4,1,7,2,1,1,-3,-3
"5830",919172,38,1,-2,3,49300,7,-2,-2,4,-2,-2,1,1,3,-2,-2,-2,1,1,5,5,5,1,3,3
"5831",919174,39,1,2,4,215000,12,9,22,10,8,6,2,2,3,11,6,6,5,1,6,2,2,1,2,2
"5833",919185,39,1,-2,-3,68000,6,-2,-2,6,-2,-2,1,1,10,-2,-2,-2,2,3,3,6,6,1,3,3
"5834",919190,39,1,-2,3,78000,6,-4,-2,-4,12,5,1,1,6,-2,7,3,1,1,4,4,4,1,3,3
"5836",919198,39,1,-2,3,40000,4,5,-2,7,-4,4,1,1,12,-2,9,7,1,1,-3,-3,-3,1,3,3
"5840",919209,39,1,1,3,96000,9,10,22,8,11,6,1,1,8,23,6,0,3,1,4,2,2,3,-3,-3
"5845",919227,39,1,-2,4,82700,3,12,-2,7,8,9,2,2,12,-2,10,2,1,1,2,-3,-3,1,3,2
"5848",919233,39,1,-2,3,20010,10,14,15,8,5,4,1,2,5,16,4,5,1,1,2,7,7,1,3,3
"5851",919241,39,2,-2,3,140000,2,-2,-2,8,-2,-2,1,1,6,-2,-2,-2,2,1,5,5,3,2,2,2
"5852",919242,38,1,-2,3,114000,6,9,-2,7,7,7,1,1,12,-2,6,4,4,5,7,5,2,1,1,2
"5857",919253,40,2,-2,3,75000,9,-2,-2,4,-2,-2,1,1,18,-2,-2,-2,1,1,7,1,1,1,2,2
"5859",919259,39,2,-2,3,92000,8,9,-2,9,12,7,1,1,14,-2,9,7,4,5,7,6,7,1,3,3
"5860",919263,39,2,-2,3,52000,9,17,16,10,12,8,1,1,17,19,10,8,2,1,6,6,6,3,3,3
"5863",919288,38,1,-2,3,3500,8,-4,15,8,10,4,1,1,14,12,8,1,3,1,4,4,4,2,3,3
"5864",919289,39,2,-2,3,141000,10,-3,-3,8,8,7,1,1,10,24,5,6,2,1,4,3,4,3,3,3
"5865",919291,39,2,-2,4,51500,9,5,12,6,10,6,2,1,5,24,5,5,3,1,2,6,7,1,3,2
"5867",919299,39,1,-2,4,97000,9,12,14,9,11,7,1,1,14,18,9,4,1,1,4,6,6,1,2,1
"5869",919306,38,1,-2,4,57000,2,6,14,3,6,3,2,2,4,18,6,4,1,1,4,6,6,1,3,3
"5870",919307,39,1,2,3,94900,12,-2,-2,9,-2,-2,2,1,22,-2,-2,-2,4,1,6,4,5,1,3,3
"5872",919318,39,2,-2,3,55400,9,11,-2,9,7,5,1,1,11,-2,8,7,1,1,5,5,5,1,2,2
"5873",919319,38,2,2,3,51200,10,15,30,5,6,5,2,2,12,28,8,8,2,2,4,4,3,2,1,1
"5874",919323,39,1,-2,3,43500,4,5,14,9,8,5,1,1,9,-4,8,5,3,4,7,2,2,-3,3,3
"5876",919333,39,1,3,3,56000,13,-2,-2,10,-2,-2,1,1,17,-2,-2,-2,3,1,7,6,1,1,3,3
"5879",919337,39,2,-2,3,48500,5,13,27,4,0,6,1,1,13,23,8,7,3,1,7,3,3,2,3,3
"5880",919346,39,1,2,2,66400,11,12,20,9,8,5,1,1,9,12,8,5,1,1,7,4,4,-3,3,3
"5882",919349,39,2,1,3,28600,8,16,20,6,11,10,2,1,12,16,7,5,1,1,7,1,1,1,3,3
"5884",919353,39,2,-2,3,42600,8,10,-2,5,12,6,2,2,7,-2,6,8,1,1,3,7,4,1,3,3
"5885",919354,39,1,2,2,36000,8,13,-2,9,10,7,2,1,12,-2,12,5,3,2,5,3,6,1,3,3
"5887",919362,38,1,-2,3,111000,6,-2,-2,4,-2,-2,1,1,14,-2,-2,-2,-3,1,6,4,4,1,2,2
"5888",919363,39,2,-2,2,40000,11,16,-2,7,5,7,2,2,14,-2,5,6,3,3,7,1,1,2,2,2
"5889",919366,39,1,-2,3,143000,8,7,17,6,6,7,1,1,8,24,9,7,5,1,7,7,7,1,3,3
"5890",919367,38,1,2,4,250000,13,10,27,6,12,6,1,1,11,24,12,5,3,1,7,2,2,1,3,3
"5892",919370,39,2,2,4,36000,9,16,29,10,6,9,1,1,14,27,6,9,1,4,1,7,7,1,3,3
"5895",919377,38,1,-2,5,78200,7,-4,13,6,0,3,1,1,9,18,6,2,1,1,1,7,7,2,3,3
"5897",919382,39,1,2,3,51500,12,9,-2,10,5,5,1,1,10,-2,8,5,3,2,2,6,6,-3,3,3
"5898",919386,39,2,2,3,54200,9,9,11,8,8,7,2,1,6,14,6,6,1,1,7,4,1,1,3,3
"5900",919391,39,2,1,4,70000,9,-4,-2,-4,11,7,1,1,10,-2,8,8,3,4,6,2,2,2,3,3
"5902",919397,38,1,-2,3,65300,8,10,18,5,5,7,2,1,10,14,4,5,1,1,3,6,4,3,3,3
"5904",919400,39,2,-2,3,91000,7,9,-2,6,8,7,1,1,9,-2,8,7,1,1,5,5,5,1,3,3
"5905",919401,39,2,-2,3,56000,10,-4,-4,-4,6,8,2,1,14,14,6,7,1,1,5,3,4,1,-3,-3
"5907",919408,39,1,-2,3,81500,8,12,17,9,5,4,2,1,11,18,10,2,1,2,3,7,7,1,3,3
"5909",919417,39,2,-2,3,0,2,-4,26,6,0,4,1,1,10,32,2,4,1,1,7,7,4,1,2,3
"5910",919419,39,1,-2,3,76500,12,16,16,4,5,4,2,1,15,17,5,4,3,1,5,4,4,1,3,3
"5912",919429,39,2,-2,3,25000,9,13,-2,6,7,7,1,1,13,-2,11,8,1,1,7,1,1,1,3,3
"5914",919432,39,2,-2,4,166000,8,4,13,9,6,5,2,2,5,19,6,4,1,1,2,6,6,1,3,3
"5915",919433,39,1,2,3,34000,5,15,31,9,6,5,2,2,10,19,7,5,1,1,4,4,4,1,1,1
"5917",919444,40,1,-2,-3,12000,3,5,-2,3,2,4,1,1,5,-2,4,3,1,1,1,1,1,1,3,3
"5918",919448,39,2,2,3,40000,9,16,-2,4,11,7,1,2,-3,-2,10,-2,4,2,7,5,4,3,3,3
"5922",919460,39,2,-2,3,57300,7,10,13,5,9,7,2,1,7,22,9,6,1,1,2,7,7,1,3,2
"5924",919466,39,2,-2,4,45000,5,5,-2,2,4,5,1,1,9,-2,5,4,2,1,3,3,3,4,2,2
"5925",919468,39,1,-2,4,256450,10,3,14,6,1,4,2,2,7,10,0,4,1,1,2,3,4,1,3,3
"5926",919471,39,2,-2,4,79500,6,7,15,7,6,7,2,1,-3,-3,8,5,1,1,2,5,4,5,3,3
"5930",919479,39,2,-2,2,63000,9,5,13,3,-3,7,1,1,7,17,5,5,-3,-3,-3,-3,-3,-3,-3,-3
"5931",919482,38,2,-2,3,21000,6,11,-2,7,7,5,1,1,10,-2,6,5,1,1,-3,-3,-3,1,3,3
"5936",919492,39,2,2,4,31000,6,-2,-2,6,-2,-2,1,1,14,-2,-2,-2,2,2,4,4,4,5,2,1
"5937",919494,39,2,4,3,56600,9,16,23,9,6,7,1,1,20,19,6,5,3,2,4,4,2,1,3,3
"5939",919496,39,2,-2,3,50200,7,4,19,6,6,9,2,1,7,19,7,7,1,1,4,3,4,1,3,3
"5940",919498,39,1,-2,3,200,7,-2,-2,4,-2,-2,1,1,5,-2,-2,-2,1,1,1,7,7,1,3,3
"5941",919501,39,1,2,3,72000,11,19,24,11,9,6,2,2,18,20,10,4,2,1,4,4,4,1,3,3
"5944",919514,39,2,-2,3,210000,10,19,-2,8,6,5,1,1,14,-2,4,4,3,3,6,4,5,1,3,3
"5947",919526,39,2,-2,3,0,5,13,25,4,7,8,1,1,10,26,6,5,1,3,7,2,2,1,3,3
"5950",919529,39,2,-2,3,63000,7,-4,-2,-4,11,6,1,2,13,-2,12,6,3,1,7,1,1,-3,3,3
"5952",919536,38,1,-2,-3,31000,4,-2,-2,2,-2,-2,1,1,-3,-2,-2,-2,2,2,3,7,3,2,3,3
"5953",919537,39,1,-2,3,38000,4,-2,-2,-4,-2,-2,1,1,10,-2,-2,-2,2,2,6,5,3,3,3,3
"5956",919555,40,2,-2,4,11200,6,17,22,6,8,9,1,1,10,20,7,6,1,1,1,-3,1,1,3,3
"5958",919560,39,2,-2,3,74000,7,10,37,9,10,6,1,1,11,33,7,6,1,1,-3,-3,-3,1,2,2
"5959",919571,39,1,-2,3,41000,5,16,12,7,6,7,2,2,12,19,7,5,1,1,1,7,7,1,3,3
"5961",919574,40,1,-2,3,40300,7,10,-2,5,6,7,3,3,9,-2,7,4,1,1,3,4,3,1,1,1
"5963",919579,39,2,-2,3,59200,9,23,20,7,8,7,1,1,26,21,8,7,3,1,7,1,4,2,3,3
